,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,StdWorkingHours,TotalHours,DaysWorked,OvertimeDays,TotalOvertimeHours,AvgOvertimePerDay
3770,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3771,Female,1,Manufacturing Director,Married,106850,4.0,Y,11,8,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,6.594873213462425,0.3131831893110535,1589.3644444444444,241,0,0.0,0.0
3771,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,3772,Male,1,Research Scientist,Married,20220,1.0,Y,12,8,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,7.990005860290671,0.2975464360332394,1893.631388888889,237,109,26.451666666666664,0.1116104078762306
3772,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,3773,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,6.185179172679173,0.297062547345874,1428.776388888889,231,0,0.0,0.0
3773,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3774,Male,1,Research Scientist,Single,42560,1.0,Y,13,8,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,7.201067821067821,0.2872820128513929,1663.4466666666667,231,1,0.0341666666666657,0.0001479076479076
3774,45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3775,Male,3,Laboratory Technician,Married,35800,4.0,Y,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,6.026891860996799,0.2885791649163899,1464.5347222222222,243,0,0.0,0.0
3775,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,3776,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,8.09764403292181,0.3098960600133014,1967.7275,243,147,43.17027777777778,0.1776554641060813
3776,40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,3777,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,6.277050905531081,0.2987354407519467,1424.8905555555557,227,0,0.0,0.0
3777,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,3778,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,10.619531321444905,0.3041021784822894,2580.5461111111117,243,243,636.5461111111111,2.6195313214449016
3778,40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,3779,Male,1,Manufacturing Director,Single,52310,1.0,Y,12,8,2,21.0,4,21,7,7,3.0,3.0,3.0,3,3,8.402318738229756,0.3000884760898026,1982.9472222222223,236,214,98.39138888888888,0.4169126647834275
3779,24,No,Travel_Rarely,Sales,10,2,Marketing,1,3780,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,6.094551371455137,0.2992220048016883,1456.5977777777778,239,0,0.0,0.0
3780,40,No,Non-Travel,Research & Development,7,3,Medical,1,3781,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,8.410671296296297,0.3041426749113717,1917.6330555555555,228,205,95.99861111111112,0.4210465399610136
3781,45,No,Travel_Rarely,Research & Development,4,3,Medical,1,3782,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,6.609450354609929,0.3128665502958623,1553.2208333333333,235,0,0.0,0.0
3782,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,3783,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,7.809914707238359,0.271883476452465,1882.1894444444445,241,57,9.560277777777774,0.0396692023974181
3783,32,No,Travel_Rarely,Research & Development,22,4,Medical,1,3784,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,7.300513085399449,0.2877040657872222,1766.7241666666666,242,0,0.0,0.0
3784,36,No,Travel_Rarely,Sales,9,3,Marketing,1,3785,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,9.103744354110209,0.2678172829827078,2239.521111111111,246,246,271.5211111111111,1.1037443541102077
3785,48,No,Travel_Rarely,Research & Development,12,4,Medical,1,3786,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,7.913028233151183,0.2799970852819587,1930.7788888888888,244,88,17.666388888888893,0.072403233151184
3786,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3787,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,7.811518759018759,0.3238489637738407,1804.4608333333333,231,60,12.725555555555555,0.055088985088985
3787,33,No,Travel_Rarely,Research & Development,9,1,Medical,1,3788,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,7.118943474041728,0.2711289410882033,1630.2380555555555,229,0,0.0,0.0
3788,30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,3789,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,7.41584186159844,0.299154527105225,1690.8119444444444,228,7,0.5100000000000016,0.0022368421052631
3789,38,No,Travel_Frequently,Sales,9,3,Marketing,1,3790,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,6.910209219858156,0.2956707481867776,1623.8991666666666,235,0,0.0,0.0
3790,35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,3791,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,6.799035947712419,0.308014681038725,1618.1705555555557,238,0,0.0,0.0
3791,30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,3792,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,6.506272638277044,0.2946515067344183,1476.923888888889,227,0,0.0,0.0
3792,35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3793,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,9.706298185941042,0.3207174040257654,2378.0430555555554,245,245,418.0430555555556,1.706298185941043
3793,53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,3794,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,6.484923928077454,0.2936317947559922,1562.8666666666666,241,0,0.0,0.0
3794,38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,3795,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,7.579077868852459,0.3103483330469461,1849.295,244,25,2.929722222222223,0.0120070582877959
3795,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3796,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,7.384378809188935,0.2971768113310749,1750.0977777777778,237,5,0.7561111111111103,0.0031903422409751
3796,48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3797,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,7.085148851383028,0.3094775657389545,1679.1802777777775,237,1,0.0877777777777772,0.0003703703703703
3797,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3798,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,7.385408212560386,0.3043744237879464,1698.6438888888888,230,6,0.5919444444444437,0.0025736714975845
3798,55,No,Travel_Rarely,Research & Development,11,1,Medical,1,3799,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,6.403510516689529,0.2962345333967848,1556.0530555555556,243,0,0.0,0.0
3799,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3800,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,6.1076279391424615,0.288945294682285,1471.9383333333333,241,0,0.0,0.0
3800,26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3801,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,7.28372418879056,0.3019776144220422,1646.121666666667,226,2,0.129722222222222,0.0005739921337266
3801,38,No,Travel_Rarely,Sales,14,2,Marketing,1,3802,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,7.04831161408322,0.313953259728587,1712.7397222222223,243,0,0.0,0.0
3802,38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3803,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,7.214350321395776,0.3140574524926343,1745.872777777778,242,1,0.0586111111111105,0.0002421946740128
3803,36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3804,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,7.401679505135387,0.2745396093219574,1761.5997222222222,238,5,0.3574999999999999,0.0015021008403361
3804,29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3805,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,8.098837719298245,0.3207119240965669,1846.535,228,141,41.75777777777778,0.1831481481481481
3805,35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,3806,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,9.314351449275362,0.3168311280872599,2142.300833333333,230,230,302.30083333333334,1.3143514492753623
3806,39,No,Travel_Rarely,Sales,2,2,Medical,1,3807,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,7.808459699453552,0.3052616621410968,1905.2641666666664,244,68,11.454444444444444,0.0469444444444444
3807,29,No,Travel_Frequently,Research & Development,5,1,Medical,1,3808,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,6.787518912529551,0.3062892237193598,1595.0669444444443,235,0,0.0,0.0
3808,50,No,Travel_Rarely,Research & Development,4,2,Medical,1,3809,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,9.415903642231443,0.302818016545583,2269.2327777777778,241,241,341.23277777777776,1.415903642231443
3809,23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3810,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,6.687368541380887,0.2943736143822092,1625.0305555555556,243,0,0.0,0.0
3810,36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,3811,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,9.190074696545285,0.3088532417140498,2187.237777777778,238,238,283.2377777777778,1.1900746965452849
3811,42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3812,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,6.006545521292217,0.2690029390124746,1363.4858333333334,227,0,0.0,0.0
3812,35,No,Travel_Rarely,Sales,4,3,Medical,1,3813,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,6.404425120772947,0.290635747025562,1473.0177777777778,230,0,0.0,0.0
3813,34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,3814,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,5.998565386374029,0.3017776822099998,1457.651388888889,243,0,0.0,0.0
3814,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3815,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,6.462534425451093,0.3049751844003999,1512.2330555555557,234,0,0.0,0.0
3815,43,No,Travel_Rarely,Research & Development,1,1,Other,1,3816,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,7.004932071809802,0.3202764095677103,1604.1294444444443,229,0,0.0,0.0
3816,35,No,Travel_Rarely,Sales,6,3,Marketing,1,3817,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,7.27691190144119,0.3022720555301292,1739.1819444444443,239,1,0.1144444444444445,0.0004788470478847
3817,46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,3818,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,6.595099290780142,0.3019406800276975,1549.8483333333334,235,0,0.0,0.0
3818,28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,3819,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,10.0,2,1,0,0,3.0,2.0,3.0,3,3,8.415110640301318,0.3071652883514777,1985.966111111111,236,214,100.9027777777778,0.427554143126177
3819,22,No,Non-Travel,Sales,17,2,Marketing,1,3820,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,8.86907327586207,0.3012319214823834,2057.625,232,231,201.75666666666663,0.8696408045977011
3820,50,No,Travel_Frequently,Research & Development,3,3,Other,1,3821,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,9.398416099773245,0.3049188635071825,2302.6119444444444,245,245,342.6119444444445,1.3984160997732429
3821,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3822,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,6.317826725403818,0.3302644315092891,1434.1466666666668,227,0,0.0,0.0
3822,44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,3823,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,8.81188775510204,0.3055012587313585,2158.9125,245,245,198.9125,0.8118877551020409
3823,30,No,Travel_Rarely,Research & Development,4,3,Medical,1,3824,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,6.624580327080327,0.2996960974827635,1530.2780555555555,231,0,0.0,0.0
3824,45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,3825,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,8.913924619640387,0.3149905788345366,2148.255833333333,241,241,220.25583333333333,0.9139246196403872
3825,45,No,Non-Travel,Sales,2,4,Life Sciences,1,3826,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,7.914459000485201,0.291041834761656,1812.411111111111,229,86,17.844166666666666,0.0779221251819505
3826,31,No,Travel_Frequently,Research & Development,7,3,Medical,1,3827,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,7.231297498797498,0.3025247164079852,1670.4297222222222,231,3,0.2211111111111101,0.0009571909571909
3827,36,No,Travel_Rarely,Research & Development,18,1,Medical,1,3828,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,10.939724596391262,0.3122959970923125,2559.895555555556,234,234,687.8955555555556,2.939724596391263
3828,34,No,Travel_Frequently,Sales,28,4,Marketing,1,3829,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,6.109448051948052,0.3292341361381453,1411.2825,231,0,0.0,0.0
3829,49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3830,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,7.313988095238096,0.2994106325957464,1740.7291666666667,238,3,0.1416666666666657,0.000595238095238
3830,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,3831,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,6.585563936781609,0.2939509332138555,1527.8508333333334,232,0,0.0,0.0
3831,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3832,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,6.09373482726424,0.2772572142814761,1450.308888888889,238,0,0.0,0.0
3832,35,No,Travel_Rarely,Research & Development,2,3,Medical,1,3833,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,7.603855932203389,0.2982092780832355,1794.51,236,21,3.301944444444443,0.0139912900188323
3833,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3834,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,7.414982419127989,0.3074360959492423,1757.3508333333334,237,9,0.7058333333333326,0.002978199718706
3834,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,3835,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,7.892258503401361,0.3079447256024836,1933.6033333333328,245,89,18.195833333333333,0.0742687074829931
3835,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,8.430085106382979,0.3099954526353886,1981.07,235,214,104.44805555555556,0.4444598108747045
3836,47,No,Travel_Rarely,Research & Development,25,4,Medical,1,3837,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,6.021607487922705,0.3044798555327127,1384.969722222222,230,0,0.0,0.0
3837,39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3838,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3,6.9033239171374765,0.3111955019622865,1629.1844444444444,236,0,0.0,0.0
3838,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,3839,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,7.585921237693389,0.3247220849190267,1797.8633333333332,237,22,3.395833333333332,0.0143284106891701
3839,35,No,Non-Travel,Research & Development,29,3,Medical,1,3840,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,6.240396995708155,0.2821699461305955,1454.0125,233,0,0.0,0.0
3840,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3841,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,8.004658469945356,0.3109803328952683,1953.1366666666668,244,125,31.3075,0.1283094262295082
3841,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3842,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,6.680691609977324,0.2908766314807772,1636.7694444444444,245,0,0.0,0.0
3842,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3843,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,7.283664990421456,0.2915094311922168,1689.810277777778,232,0,0.0,0.0
3843,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3844,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,9.60357008907642,0.304928529641326,2276.0461111111117,237,237,380.0461111111111,1.6035700890764182
3844,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3845,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,5.993160310734463,0.3200327183971063,1414.3858333333333,236,0,0.0,0.0
3845,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3846,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,8.02535265700483,0.270005847366161,1845.831111111111,230,121,27.89694444444443,0.1212910628019323
3846,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,3847,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,9.25281101614435,0.2920268926173647,2165.157777777778,234,234,293.15777777777777,1.2528110161443495
3847,44,No,Travel_Frequently,Sales,2,2,Marketing,1,3848,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,8.622644534778681,0.3122532381234193,2121.1705555555554,246,243,153.33,0.6232926829268293
3848,48,No,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,7.09489406779661,0.3010032867223658,1674.395,236,0,0.0,0.0
3849,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3850,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,1.0,4.0,2.0,1,3,10.698062471184878,0.3102141904542351,2578.2330555555554,241,241,650.2330555555556,2.698062471184878
3850,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,3851,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,8.67883310564663,0.3163048681427138,2117.635277777778,244,238,166.36805555555554,0.6818362932604736
3851,27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3852,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,7.206112263715998,0.3074803438316042,1736.6730555555555,241,0,0.0,0.0
3852,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3853,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,6.40713601532567,0.3007660671644078,1486.4555555555555,232,0,0.0,0.0
3853,40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,3854,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,10.53904878618114,0.2969139699934254,2508.293611111111,238,238,604.2936111111111,2.539048786181139
3854,29,No,Travel_Rarely,Research & Development,20,1,Medical,1,3855,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,7.289530567685589,0.2941301578277539,1669.3025,229,1,0.1944444444444446,0.0008491023774866
3855,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3856,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,7.887590605627087,0.323371765168372,1837.808611111111,233,88,18.15861111111112,0.0779339532665713
3856,25,No,Travel_Frequently,Sales,5,1,Marketing,1,3857,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,6.065146638054363,0.3118608929066635,1413.1791666666666,233,0,0.0,0.0
3857,39,No,Travel_Rarely,Sales,10,3,Marketing,1,3858,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,6.776572855750487,0.3238734123983162,1545.058611111111,228,0,0.0,0.0
3858,49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3859,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,7.813417257683215,0.3117105992130395,1836.1530555555555,235,70,12.912222222222216,0.0549456264775413
3859,50,No,Travel_Rarely,Research & Development,2,2,Medical,1,3860,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,7.7877777777777775,0.2863686631108442,1915.7933333333333,246,59,10.259444444444451,0.0417050587172538
3860,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3861,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,6.615295508274231,0.2882897887700183,1554.5944444444444,235,0,0.0,0.0
3861,34,No,Travel_Rarely,Research & Development,10,3,Medical,1,3862,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,7.691735253772291,0.3158191809339351,1869.0916666666667,243,36,6.697222222222221,0.0275605852766346
3862,36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3863,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,6.003140933140933,0.2844228148723844,1386.7255555555555,231,0,0.0,0.0
3863,49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,3864,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,8.480666666666666,0.3073107750585914,2077.7633333333333,245,227,120.0286111111111,0.4899126984126984
3864,36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,3865,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,8.009613266283525,0.3078391292358417,1858.2302777777777,232,122,29.43055555555556,0.1268558429118774
3865,36,No,Travel_Rarely,Research & Development,2,2,Medical,1,3866,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,6.313820037986705,0.305576857769567,1477.433888888889,234,0,0.0,0.0
3866,54,No,Travel_Rarely,Sales,24,3,Marketing,1,3867,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,7.590807217473884,0.2779131393674012,1776.2488888888888,234,16,1.6558333333333302,0.0070762108262108
3867,43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3868,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,7.6026572543618,0.2898734438823875,1839.843055555556,242,18,2.0169444444444427,0.0083344811753902
3868,35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,3869,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,8.362878787878788,0.2938137693224938,2023.8166666666664,242,213,91.60972222222222,0.3785525711662075
